taxon	lfc_(Intercept)	lfc_case_typecase-nonlesional_skin	lfc_case_typecase-lesional_skin	lfc_age_months	lfc_sexmale	lfc_enrolment_seasonSpring	lfc_enrolment_seasonSummer	lfc_enrolment_seasonWinter	se_(Intercept)	se_case_typecase-nonlesional_skin	se_case_typecase-lesional_skin	se_age_months	se_sexmale	se_enrolment_seasonSpring	se_enrolment_seasonSummer	se_enrolment_seasonWinter	W_(Intercept)	W_case_typecase-nonlesional_skin	W_case_typecase-lesional_skin	W_age_months	W_sexmale	W_enrolment_seasonSpring	W_enrolment_seasonSummer	W_enrolment_seasonWinter	p_(Intercept)	p_case_typecase-nonlesional_skin	p_case_typecase-lesional_skin	p_age_months	p_sexmale	p_enrolment_seasonSpring	p_enrolment_seasonSummer	p_enrolment_seasonWinter	q_(Intercept)	q_case_typecase-nonlesional_skin	q_case_typecase-lesional_skin	q_age_months	q_sexmale	q_enrolment_seasonSpring	q_enrolment_seasonSummer	q_enrolment_seasonWinter	diff_(Intercept)	diff_case_typecase-nonlesional_skin	diff_case_typecase-lesional_skin	diff_age_months	diff_sexmale	diff_enrolment_seasonSpring	diff_enrolment_seasonSummer	diff_enrolment_seasonWinter	passed_ss_(Intercept)	passed_ss_case_typecase-nonlesional_skin	passed_ss_case_typecase-lesional_skin	passed_ss_age_months	passed_ss_sexmale	passed_ss_enrolment_seasonSpring	passed_ss_enrolment_seasonSummer	passed_ss_enrolment_seasonWinter	diff_robust_(Intercept)	diff_robust_case_typecase-nonlesional_skin	diff_robust_case_typecase-lesional_skin	diff_robust_age_months	diff_robust_sexmale	diff_robust_enrolment_seasonSpring	diff_robust_enrolment_seasonSummer	diff_robust_enrolment_seasonWinter
g__Faecalibacterium_ASV-1	0.04664138809985236	-0.7620347624651264	-0.3201517290727595	0.027794583240195528	-0.4463916419593775	0.4982153643627968	-0.14618568695838868	-0.0528119792141262	0.667278589493331	0.9131197385688326	0.9303875666022933	0.01967754229065914	0.2474510118399535	0.9737314788770374	1.8652152066262049	0.19389251096326593	0.06989792394697913	-0.8345397983176802	-0.3441057689989667	1.4125027825954424	-1.8039596550451569	0.5116558057025815	-0.07837470252175827	-0.27237761248102943	0.9451410733418777	0.4162638305653872	0.7352475922392075	0.1769575671388294	0.09009650132192154	0.6158807453322555	0.9385018050862559	0.7888154803788099	0.9594613926349365	0.8854879372522079	0.8939227265473445	0.35927748479701727	0.20815398581271527	1	1	0.8843431544337753	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g___ASV-2	2.6209836341915147	-0.52768967824647806	0.7624819813584629	-0.08914599860499477	-0.7566931755868498	-0.6622710200599837	-1.7763126626350627	-0.47616996558831104	0.7898887248005539	0.9384334300708946	0.9598282489632352	0.021346206872611018	0.25510127025462365	0.9728542483354969	1.8520185089711805	0.21405270185719158	3.318168182301007	-0.5623091221362536	0.7943941868579747	-4.176198569469342	-2.96624620814931	-0.6807505041922725	-0.9591225217407934	-2.2245454575294024	0.0034302570192157426	0.5801539414888659	0.43629144452925905	4.6593998130972945e-4	0.007633686600634233	0.5038351710948445	0.3489493054593322	0.0377863163556096	0.028728402535931844	0.9480564409696101	0.8939227265473445	0.007972872168224069	0.042621416853541136	1	1	0.10548679982607678	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Chryseobacterium_796614_ASV-1	-0.3791214737222561	0.1411889074273748	-0.10320349637223006	0.01269119296667498	0.4359037934538562	-0.7162555076509717	2.629124499573732	1.3751218832379926	0.7492854880838274	0.9142097894397934	0.9414254365318449	0.02392195731684139	0.2898339232674577	0.9638506443783496	1.9362215445620707	0.30374109517525955	-0.5059773340756885	0.15443819247865645	-0.10962471627325641	0.5305248562474528	1.503977824747608	-0.7431187724244681	1.3578634671004968	4.527282956046968	0.6171359343793639	0.8784568366566565	0.9135487610243263	0.6002505807082708	0.1446384634019332	0.46407203502672223	0.18617543078604168	1.1706436137941869e-4	0.8614189084045287	0.9710108121204576	0.9273904089186342	0.7312143437718935	0.2936599105433189	1	1	0.0010612000840025191	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Neisseria_563205_ASV-2	1.691441268022797	-1.234684602609817	0.5354051689829034	-0.04468193325456971	-0.03502484297686954	-0.20888165761304128	-1.4003537618099815	-0.47238920103944976	0.6863732693043292	0.9235781269021845	0.9536846778463136	0.021526714382655136	0.26748986734787616	0.9473172881208924	1.8469066822497024	0.27096630260528926	2.4643169302574246	-1.3368491161122762	0.5614069109215404	-2.0756503970049227	-0.1309389522830747	-0.22049809523415426	-0.7582157643743114	-1.7433503594266808	0.019106374452469228	0.19041555072834346	0.5783131245004325	0.04579447307243868	0.8966185982087405	0.8268417691349291	0.45370301395548285	0.09058397210070634	0.0800079430197149	0.7098268026268602	0.8939227265473445	0.13674282687726314	0.9534786857867514	1	1	0.20230420435824417	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Corynebacterium_ASV-6	0.15439191436717026	-0.6894206043955607	-0.0998411902520085	-0.0012311282098365836	0.6320800741758781	-0.1226175792633475	0.7187027504545822	0.5771395294172706	0.6347008724050962	0.8875103147093593	0.9080618118380474	0.021580581944665493	0.28112907516085656	0.9430034458624358	1.8164464900354245	0.27838403985719423	0.24325146077415508	-0.7768029204498106	-0.1099497731877036	-0.05704796158849212	2.248362513959875	-0.13002877115810116	0.39566414667165123	2.0731775058416866	0.8087676514865489	0.44079447408817884	0.9128724477843819	0.9547256391493213	0.028817841147702555	0.8970453637356233	0.6939714975242077	0.04312737340641609	0.9568181323511443	0.8949463564820601	0.9273904089186342	0.9695743697016574	0.09916128094884277	1	1	0.11558136072919513	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Paracoccus_ASV-2	-0.8334933181733934	0.3194560845461669	-0.2455221614933368	0.07411993827915304	-1.1583901313508975	0.13135567840343618	2.2074078646963815	-1.1058241993225097	0.582722012318607	0.898517539744152	0.9193287628455471	0.020379053291312156	0.24317216665590916	0.9576535554979538	1.8639413922242414	0.18665218068000217	-1.4303446592947233	0.35553683753032833	-0.26706676807694535	3.6370648439665887	-4.763662500034513	0.1371640899251241	1.1842689227810332	-5.924517973986828	0.17074168370996565	0.7265607210875026	0.7926305460829108	0.002038145265828819	1.8018453519220718e-4	0.8925125017527605	0.25260084339239636	1.664552703183916e-5	0.4236923262432481	0.9710108121204576	0.8939227265473445	0.013655573281053088	0.002593629588218883	1	1	2.2305006222664476e-4	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Neisseria_563205_ASV-1	2.626413774382082	-1.789729329280708	-0.3617686256977229	-0.07911131230537076	-0.06888850043152876	0.29858187116417995	-0.7931539977193401	0.6421547343878884	0.7839301969191768	0.9188958306137278	0.9400595412130245	0.021988437627439305	0.26066682113428613	0.962704149240759	1.916336620536667	0.21940374627147927	3.3503158632028884	-1.9476955598822916	-0.38483586393996655	-3.597859640861795	-0.2642779780401737	0.3101491474817657	-0.4138907482221044	2.92681754664899	0.0024758023196462782	0.062325544242417395	0.7034890872361216	0.0013217738609135974	0.7936493615624756	0.758919995488545	0.6823485445799397	0.007024487316535469	0.02369696505947152	0.47488821139656706	0.8939227265473445	0.012420037371842399	0.9495447718693903	1	1	0.027684744129875087	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g___ASV-8	1.9790845990871586	0.11928745609071775	1.742937503912825	-0.08530366232989668	-0.04033931676270097	0	0.704989380671677	0.1887920315330612	0.6771866906747989	0.9274580981137365	0.9475575312468089	0.021373628764656698	0.2538428901397193	0.9655488426691683	1.8765556506218433	0.28108159827352164	2.922509592022626	0.12861762308542507	1.839400190951408	-3.991070644539045	-0.15891450314207167	0	0.3756826398609928	0.6716627224715968	0.009498151576911506	0.8991695852344048	0.08338746339261388	9.453205947545381e-4	0.8756088659066341	1	0.7117995197635698	0.5108235282155553	0.06363761556530709	0.9710108121204576	0.6604446011707326	0.010556079974759007	0.9534786857867514	1	1	0.7311860293879965	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Actinomyces_ASV-1	-0.13444054844058373	-0.6167801097431869	1.0425765642207871	0.0015354680860664568	-0.01577305546397372	0.31927699702912565	0	0.11774784473162053	0.621660063720141	0.8938132140522744	0.9117666523686274	0.019914603959284582	0.23944580582165714	0.9462718398128925	1.8059746196464783	0.2282269016555644	-0.21626055184575307	-0.6900548123996684	1.1434686292949363	0.07710261721527187	-0.0658731749752248	0.3374051552588278	0	0.5159244763762482	0.8302986924080484	0.49564545353958234	0.26219584181077693	0.9390714171919199	0.9479308276381064	0.7382415259683208	1	0.6098186459070247	0.9568181323511443	0.9224512607542227	0.8939227265473445	0.9695743697016574	0.9534786857867514	1	1	0.7832058941330277	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g___ASV-1	-1.1892284156291226	0.3731612614061288	0.3932155533046116	0.021002402693363814	0.02662200633739506	0.7966311836844194	2.239992628240048	1.3693896942755008	0.7288078398353323	0.8926766817343894	0.9092237757008602	0.02416222597944792	0.31681658718974737	0.9484267231221081	1.7776547694453853	0.3490749059852097	-1.6317448175335467	0.4180251025277265	0.4324739011598194	0.8692246613051375	0.08402971123936337	0.8399501661678239	1.2600830412864183	3.9229107300354666	0.10722440321702867	0.6772083625014402	0.6667264677280206	0.3876949535701931	0.9332726613557139	0.4037960527881661	0.21182409331946248	2.0189439235257143e-4	0.31234934850177914	0.9710108121204576	0.8939227265473445	0.5903536793000668	0.9534786857867514	1	1	0.0013526924287622286	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Micrococcus_ASV-2	-0.3193111718229715	-0.09801020237890892	0.7720100607868626	0.04146450586280618	-0.8050705343679989	-2.762792145190624	-1.9739828094647949	0.44506943664435744	0.6591735756181575	0.9062957559273898	0.922374199659795	0.019980702545566116	0.25820160148659765	0.9502209450717151	1.8758620720702222	0.2418242573785167	-0.48441136543364766	-0.10814372873082423	0.8369814128274706	2.07522762366569	-3.117992025350731	-2.907526043831954	-1.052307010656858	1.8404664671324107	0.6317325261434247	0.9146264523788776	0.40944759402702335	0.046941567435478386	0.004087915033907515	0.006916890337419166	0.3013484281240921	0.07595407476064031	0.8637975357471317	0.9710108121204576	0.8939227265473445	0.13674282687726314	0.025103254807044416	0.4634316526070841	1	0.1754801037573414	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Haemophilus_D_735815_ASV-1	-0.6578818722155103	-0.6696917950999298	1.7405647239684026	-0.0010922383598937688	0.24443832473136526	0.23360025784403946	-0.5266671418409437	-0.060035218417227164	0.5940154839226124	0.893309201474132	0.9130760895493087	0.01921425385103253	0.2383794783544019	0.9527576237893952	1.8231430900617476	0.24089158412744263	-1.1075163695585053	-0.7496752456985886	1.9062647066221385	-0.05684521336929638	1.0254168119621254	0.24518329952054652	-0.2888786649341419	-0.249220904228293	0.2782119491649622	0.4601803764815471	0.06772656334013061	0.955103110452379	0.3146128141927593	0.8082394291598832	0.7749650247645213	0.8051482450814968	0.5648545634561354	0.9068260360077546	0.6604446011707326	0.9695743697016574	0.5134760337461951	1	1	0.8843431544337753	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Corynebacterium_ASV-5	0.3254204687074618	0.21611618552230832	0.08348325634823076	-0.01577320342409149	0.68815409685575335	0	0.4562412623065482	0.231140699318904	0.6006844110812046	0.8934608460007595	0.9120057000659362	0.019880887248972343	0.23383871175186044	0.9587158233723528	1.849590445559286	0.18004867550768816	0.5417494822642721	0.24188657677577136	0.09153808615691227	-0.7933852864090268	2.9428578856780256	0	0.24667150687437092	1.2837678403751112	0.5946343198580353	0.8116023792158632	0.9280760754631766	0.4378874485419053	0.008700260376062217	1	0.8079537346051254	0.21550359918775558	0.8476702006486886	0.9710108121204576	0.9280760754631766	0.6519657567179479	0.04483980347662835	1	1	0.3662341806340098	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Collinsella_ASV-1	-0.9377329987599493	-1.0521042020660807	-0.8613958163964833	0.059838529121224233	-0.06286057100144371	0	-0.9945109316413847	0.12537567723553092	0.5840067826485513	0.8825593980571028	0.9016190078320416	0.019457418922224367	0.22241457157737143	0.9566481978301287	1.8648324061434138	0.18350919135026042	-1.605688540991255	-1.1921058280974852	-0.9553878178186641	3.075358009220655	-0.282627934652098	0	-0.5332977528517393	0.6832119759943185	0.13065558507213484	0.2530353940966717	0.3555886955685752	0.00822520250627652	0.7815976501229255	1	0.602191609537282	0.5056230238093755	0.3501569679933214	0.7716402043236981	0.8939227265473445	0.03936346913718049	0.9495447718693903	1	1	0.7311860293879965	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Blautia_A_141781_ASV-1	2.215546069766354	-4.429112829320279	-4.558675221756316	0.07385891543801945	-0.024094682594980876	1.0683553941262447	-3.3901975547532346	0.7279056637820298	0.6008048653848687	0.8799204280961516	0.9023457259245984	0.020034234575835957	0.23939034080653643	0.959476959564097	1.8432577907497616	0.20684740859813736	3.6876300399916047	-5.033537906266561	-5.052027278220018	3.6866352521949337	-0.10065018711198971	1.1134768620307596	-1.8392422219868885	3.5190465701999836	0.001563202721497825	7.37674078812683e-5	7.078896549104027e-5	0.0015667507902465659	0.9208826580617114	0.27939251836449075	0.08156052280657577	0.002293991545090592	0.020946916468070856	0.0049424163280449756	0.004742860687899698	0.012420037371842399	0.9534786857867514	1	1	0.010978388108647832	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
