taxon	lfc_(Intercept)	lfc_case_typecase-nonlesional_skin	lfc_case_typecase-lesional_skin	lfc_age_months	lfc_sexmale	lfc_enrolment_seasonSpring	lfc_enrolment_seasonSummer	lfc_enrolment_seasonWinter	se_(Intercept)	se_case_typecase-nonlesional_skin	se_case_typecase-lesional_skin	se_age_months	se_sexmale	se_enrolment_seasonSpring	se_enrolment_seasonSummer	se_enrolment_seasonWinter	W_(Intercept)	W_case_typecase-nonlesional_skin	W_case_typecase-lesional_skin	W_age_months	W_sexmale	W_enrolment_seasonSpring	W_enrolment_seasonSummer	W_enrolment_seasonWinter	p_(Intercept)	p_case_typecase-nonlesional_skin	p_case_typecase-lesional_skin	p_age_months	p_sexmale	p_enrolment_seasonSpring	p_enrolment_seasonSummer	p_enrolment_seasonWinter	q_(Intercept)	q_case_typecase-nonlesional_skin	q_case_typecase-lesional_skin	q_age_months	q_sexmale	q_enrolment_seasonSpring	q_enrolment_seasonSummer	q_enrolment_seasonWinter	diff_(Intercept)	diff_case_typecase-nonlesional_skin	diff_case_typecase-lesional_skin	diff_age_months	diff_sexmale	diff_enrolment_seasonSpring	diff_enrolment_seasonSummer	diff_enrolment_seasonWinter	passed_ss_(Intercept)	passed_ss_case_typecase-nonlesional_skin	passed_ss_case_typecase-lesional_skin	passed_ss_age_months	passed_ss_sexmale	passed_ss_enrolment_seasonSpring	passed_ss_enrolment_seasonSummer	passed_ss_enrolment_seasonWinter	diff_robust_(Intercept)	diff_robust_case_typecase-nonlesional_skin	diff_robust_case_typecase-lesional_skin	diff_robust_age_months	diff_robust_sexmale	diff_robust_enrolment_seasonSpring	diff_robust_enrolment_seasonSummer	diff_robust_enrolment_seasonWinter
g__Chryseobacterium_796614_ASV-1	0.3156086368478414	0.7799450181470615	0.02793475255271921	-0.012786202644978841	-0.07345501641734428	0	0	-0.40283379495161586	11.992748383367799	0.3356934990373785	0.3007993287030897	0.032283524608605146	0.25694430212828606	12.494259392702046	15.64887871434637	12.534800481740984	0.02631662290901932	2.323384338343165	0.0928684005817473	-0.3960596867905399	-0.28587914115593027	0	0	-0.03213723230285238	0.9791324724860184	0.025196466685241264	0.9264604312711904	0.6941146800095035	0.7764101530152246	1	1	0.9745185530927489	0.9997537661653508	0.06789047967967786	0.95602831737559	0.9294547734656017	0.8367976093608532	1	1	0.9993482880635282	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Neisseria_563205_ASV-2	-1.2101456319157151	0.1990026662560123	0.3257248376567395	0.06504215987501498	-0.6935849302559541	0	0	-0.4204442907620284	11.516710689419513	0.3026359408580039	0.2886579332053892	0.03073942243291532	0.20932060580543552	11.94501287230317	14.904395489895693	11.98453377607004	-0.10507736666750557	0.6575645499732099	1.1284111752611214	2.115920037761308	-3.3135052690447715	0	0	-0.03508224004521102	0.9166966973076139	0.5135606713732371	0.264044515001363	0.038893309965617025	0.001633822741403674	1	1	0.97214117963426006	0.9997537661653508	0.62269231404005	0.3461124047990839	0.6287751777774753	0.006603366913173183	1	1	0.9993482880635282	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Corynebacterium_ASV-6	0.15498770010086876	-0.26004363692372773	-0.3570617055864524	-0.03370281604966035	0.14965627264797446	0	0	0.9241270250839436	12.025495250304706	0.29094664808793574	0.22694422773055253	0.031132426856376613	0.18593269239348145	12.534317717881613	15.693470942086867	12.574123814684599	0.012888259225493573	-0.8937846118272932	-1.5733456151631509	-1.0825630846301102	0.8048948827743712	0	0	0.07349434749518759	0.9897739129548628	0.3761925574748365	0.1226441819663463	0.2847693324428298	0.4251127128800072	1	1	0.9417384604193284	0.9997537661653508	0.5098328779713671	0.17494831839317046	0.7818061913624821	0.5358439156012059	1	1	0.9993482880635282	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Neisseria_563205_ASV-3	0.24326253585342159	-0.16275026855561975	-0.1599679496909016	-0.003999631776097001	-0.4275665714925185	0	0	0.11515791759120392	12.343955140487834	0.250264748045291	0.2105223580195774	0.030697662863932943	0.15022410519673604	12.863830356972553	16.106504483656227	12.904343263945602	0.019707017166283047	-0.6503123984771777	-0.7598620459876546	-0.1302910841722813	-2.846191501241229	0	0	0.008923965771505175	0.9844723756788184	0.5228912750792758	0.4562013709774442	0.8976377063021854	0.009981097982424001	1	1	0.9929682166919898	0.9997537661653508	0.626178440527034	0.5673273459591293	0.965532938614984	0.026166662278246704	1	1	0.9993482880635282	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Brevundimonas_ASV-1	-0.0353867988298076	0.6721991707387179	-0.18981714221575108	-0.03909754030790465	0.6745218231027044	0	0	0.024826609779277427	12.473655055682002	0.2520400701820422	0.227904733561654	0.03112728925740342	0.15859883736869473	13.003968541695281	16.259416177293634	13.044137302638077	-0.0028369229926466662	2.667032945409059	-0.8328793318564431	-1.2560534900611546	4.25300610202232	0	0	0.0019032772504055469	0.9977632431571201	0.014424703336338907	0.41428525269714145	0.2228913987063854	3.5480993792846605e-4	1	1	0.9984993700165846	0.9997537661653508	0.045135362052415286	0.5287588093634569	0.7541835075392909	0.002349252035340504	1	1	0.9993482880635282	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Nocardioides_A_392796_ASV-1	0.4228779889062865	-0.5601549638062671	-0.8242140664900021	-0.010321753549610294	0.10940333231883961	0	0	0.15447714639756482	12.110661529218655	0.25014505701680567	0.22516506972469777	0.03150999266676586	0.16267740101669756	12.620488141207732	15.803299941557102	12.660587501050665	0.03491782739415469	-2.239320538597066	-3.6604881365379747	-0.3275708013888822	0.6725170898667739	0	0	0.012201420067176599	0.9723329674683209	0.03123148899472249	7.811029688468528e-4	0.7450825146117066	0.5054330827278606	1	1	0.9903304712640844	0.9997537661653508	0.07573636081220203	0.0017620229762359237	0.9294547734656017	0.6285513977513139	1	1	0.9993482880635282	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Paracoccus_ASV-2	-0.17965804116277637	-0.5367610679841149	-0.5486319992111369	0.003730290779553476	0.09001975447314689	0	0	-0.11674833258834998	12.143651471251058	0.24852259528803886	0.2184019517741742	0.030506530629474574	0.15288101146237146	12.656832860496662	15.847057956458821	12.696927707070342	-0.01479440031592637	-2.1598079134897428	-2.5120288292039525	0.12227843358724545	0.5888223371370317	0	0	-0.009195006483602969	0.9882778952340059	0.037523769513015885	0.016627156691621264	0.9033585732151679	0.5596572738286277	1	1	0.992714317101316	0.9997537661653508	0.08417251267075003	0.0278074861911597	0.965532938614984	0.6620336044070352	1	1	0.9993482880635282	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Granulicatella_ASV-2	-1.9997334046834703	0.9961009908714248	0.7708877059567502	0.051384083525583955	-0.11362976448310302	0	0	0.2549024529758577	12.021218807172174	0.26599597534969915	0.22726964956269902	0.03048669999958811	0.17650789068162745	12.50316505544371	15.635710211736022	12.543816637081548	-0.16635030413807766	3.7447972269575596	3.391951839764148	1.6854590206968343	-0.6437659191568972	0	0	0.020320964531825574	0.8688963462142467	6.899496422814673e-4	0.001817118965954629	0.10133507572740331	0.5241764698419406	1	1	0.9839097060530863	0.9997537661653508	0.003522374489542228	0.003750224248885085	0.7021073103970087	0.6436090832236486	1	1	0.9993482880635282	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Leptotrichia_A_993758_ASV-1	0.2787177078628373	0.039757856005518843	-0.4917538765003316	-0.013474262708491311	-0.30671782871384023	0	0	-0.19991260095489324	12.474830349001293	0.2254494846486809	0.20026025171240655	0.030699515445392428	0.14594038901207698	13.004225290961621	16.277230418587873	13.045027861401932	0.022342404671270806	0.17634928759084864	-2.4555740457499207	-0.4389079929440258	-2.101665144173752	0	0	-0.015324812110704753	0.982469329457559	0.8623784148403033	0.026746805628608452	0.6669844858525242	0.05288927494302929	1	1	0.9879750250523871	0.9997537661653508	0.8805337498895729	0.04397356179618678	0.9294547734656017	0.10059332685242825	1	1	0.9993482880635282	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g__Neisseria_563205_ASV-1	-0.279809013059113	-0.19146945206114743	0.1296725762595478	-0.0021054474415202746	-0.010201092008903786	0	0	-0.2321451894036802	11.373631803526246	0.33140611811746384	0.2908660567416505	0.030782482222856494	0.22298525744113443	11.81663302942951	14.823742537819609	11.85731473550644	-0.024601553654335976	-0.5777486944078771	0.445815430346773	-0.06839758490811199	-0.045747831609884604	0	0	-0.019578226148330793	0.9804602368169102	0.5657497323230387	0.6574494857326698	0.9457127844589371	0.9636739902091302	1	1	0.9844494250336584	0.9997537661653508	0.6692405370162775	0.7366876336551985	0.973695773803959	0.9839618636872173	1	1	0.9993482880635282	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
g___ASV-8	1.6332472407253331	-1.7201743099613327	-1.9899432748344692	-0.023554774929936732	0.03192735682809548	0	0	0.3917088287420929	11.796877694001422	0.26445023518860433	0.24459448712761359	0.03056007600975602	0.18367685607124373	12.28227309815192	15.388450577832035	12.322590894200324	0.13844741660378668	-6.504718397147632	-8.135683261725541	-0.770769513872187	0.1738235154444915	0	0	0.031787862804603224	0.8904542392044148	3.8835657420476966e-8	1.185884235886805e-10	0.44454428876893093	0.8627203038646754	1	1	0.9747703555758034	0.9997537661653508	1.8835293848931328e-6	5.751538544051005e-9	0.9294547734656017	0.8902539305837607	1	1	0.9993482880635282	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
